1,"Number of Datasets"
3,"Number of Columns per Dataset"
400,"Maximum Number of Rows for Any Dataset"
#DATASETS q-units: Angstrom I-units: Absolute intensity(cm^-1) X thickness(cm) 
"latest_0021228_caz","KF LIPNOR2 DRY 68, conf 21, I0=21, trans=25941048.431906, time=1800","",
q,I,dI,
 6.610893e-03, NaN, NaN
 1.383268e-02, NaN, NaN
 2.105447e-02, NaN, NaN
 2.827625e-02, NaN, NaN
 3.549804e-02, NaN, NaN
 4.271983e-02, NaN, NaN
 4.994161e-02, NaN, NaN
 5.716340e-02, NaN, NaN
 6.438519e-02, 4.208323e-02, 1.122235e-04
 7.160697e-02, 6.355107e-02, 1.209591e-04
 7.882876e-02, 7.867187e-02, 1.372539e-04
 8.605055e-02, 7.867908e-02, 1.253076e-04
 9.327233e-02, 7.846284e-02, 1.202331e-04
 1.004941e-01, 8.117317e-02, 1.178510e-04
 1.077159e-01, 8.658326e-02, 1.168196e-04
 1.149377e-01, 9.483589e-02, 1.214725e-04
 1.221595e-01, 1.052294e-01, 1.210849e-04
 1.293813e-01, 1.173839e-01, 1.236564e-04
 1.366031e-01, 1.277135e-01, 1.249825e-04
 1.438248e-01, 1.338034e-01, 1.213120e-04
 1.510466e-01, 1.332715e-01, 1.216416e-04
 1.582684e-01, 1.271432e-01, 1.131989e-04
 1.654902e-01, 1.126842e-01, 1.048320e-04
 1.727120e-01, 9.701618e-02, 9.536299e-05
 1.799338e-01, 8.081630e-02, 8.507653e-05
 1.871556e-01, 6.591491e-02, 7.544824e-05
 1.943773e-01, 5.437687e-02, 6.853595e-05
 2.015991e-01, 4.450552e-02, 5.949675e-05
 2.088209e-01, 3.718897e-02, 5.284209e-05
 2.160427e-01, 3.104441e-02, 4.874555e-05
 2.232645e-01, 2.697304e-02, 4.446296e-05
 2.304863e-01, 2.332817e-02, 4.003510e-05
 2.377081e-01, 2.063376e-02, 3.832055e-05
 2.449299e-01, 1.859861e-02, 3.468471e-05
 2.521516e-01, 1.671215e-02, 3.315243e-05
 2.593734e-01, 1.540150e-02, 3.091562e-05
 2.665952e-01, 1.431384e-02, 2.885790e-05
 2.738170e-01, 1.337533e-02, 2.783358e-05
 2.810388e-01, 1.276200e-02, 2.712773e-05
 2.882606e-01, 1.235223e-02, 2.708523e-05
 2.954824e-01, 1.205175e-02, 2.630911e-05
 3.027041e-01, 1.174725e-02, 2.696040e-05
 3.099259e-01, 1.168342e-02, 2.597612e-05
 3.171477e-01, 1.144470e-02, 2.590120e-05
 3.243695e-01, 1.117177e-02, 2.610784e-05
 3.315913e-01, 1.086439e-02, 2.494577e-05
 3.388131e-01, 1.037141e-02, 2.415074e-05
 3.460349e-01, 1.015304e-02, 2.406899e-05
 3.532567e-01, 9.990808e-03, 2.416809e-05
 3.604784e-01, 1.004494e-02, 2.319787e-05
 3.677002e-01, 1.024200e-02, 2.407783e-05
 3.749220e-01, 1.075302e-02, 2.439386e-05
 3.821438e-01, 1.127371e-02, 2.492683e-05
 3.893656e-01, 1.169918e-02, 2.534172e-05
 3.965874e-01, 1.193293e-02, 2.498595e-05
 4.038092e-01, 1.178394e-02, 2.568003e-05
 4.110309e-01, 1.134699e-02, 2.391816e-05
 4.182527e-01, 1.060392e-02, 2.357236e-05
 4.254745e-01, 9.813198e-03, 2.253747e-05
 4.326963e-01, 9.086916e-03, 2.078472e-05
 4.399181e-01, 8.470617e-03, 1.936739e-05
 4.471399e-01, 8.052182e-03, 1.888847e-05
 4.543617e-01, 7.771632e-03, 1.795217e-05
 4.615835e-01, 7.570530e-03, 1.751640e-05
 4.688052e-01, 7.329310e-03, 1.729790e-05
 4.760270e-01, 7.232729e-03, 1.658939e-05
 4.832488e-01, 7.164344e-03, 1.669906e-05
 4.904706e-01, 7.023214e-03, 1.598842e-05
 4.976924e-01, 6.996894e-03, 1.603536e-05
 5.049142e-01, 6.899731e-03, 1.590501e-05
 5.121360e-01, 6.838979e-03, 1.551823e-05
 5.193577e-01, 6.754267e-03, 1.538290e-05
 5.265795e-01, 6.742781e-03, 1.528798e-05
 5.338013e-01, 6.696398e-03, 1.478803e-05
